NASA Marshall Space Flight Center,Issued,MFS-32400-1,7900436,01/04/2030,2010
NASA Marshall Space Flight Center,Issued,MFS-32588-1,8052860,09/06/2030,2010
NASA Marshall Space Flight Center,Issued,MFS-32605-1,8309944,12/07/2030,2010
NASA Marshall Space Flight Center,Issued,MFS-32615-1,8132772,11/27/2030,2010
NASA Marshall Space Flight Center,Issued,MFS-32651-1,8090484,07/03/2030,2010
NASA Marshall Space Flight Center,Issued,MFS-32697-1,8252734,08/26/2030,2010
NASA Marshall Space Flight Center,Application,MFS-32737-1-CIP,,08/27/2030,2010
NASA Marshall Space Flight Center,Issued,MFS-32748-1,8132961,08/16/2030,2010
NASA Johnson Space Center,Issued,MSC-24115-1,8022307,06/19/2030,2010
NASA Johnson Space Center,Issued,MSC-24149-1,8122646,02/04/2030,2010
NASA Johnson Space Center,Issued,MSC-24164-1,8338114,05/04/2030,2010
NASA Johnson Space Center,Issued,MSC-24184-1,8116350,07/22/2030,2010
NASA Johnson Space Center,Issued,MSC-24215-1,8070105,10/04/2030,2010
NASA Johnson Space Center,Issued,MSC-24216-1,8047473,01/10/2030,2010
NASA Johnson Space Center,Issued,MSC-24466-1,8183870,07/01/2030,2010
NASA Johnson Space Center,Application,MSC-24506-1,0,01/08/2030,2010
NASA Johnson Space Center,Issued,MSC-24508-1,8343403,12/31/2030,2010
NASA Johnson Space Center,Issued,MSC-25053-1,2,04/06/2030,2010
NASA Jet Propulsion Laboratory,Issued,NPO-42672-1,7996112,06/08/2030,2010
NASA Jet Propulsion Laboratory,Issued,NPO-44079-1,8022860,04/30/2030,2010
NASA Jet Propulsion Laboratory,Issued,NPO-45053-1,8057283,09/15/2030,2010
NASA Jet Propulsion Laboratory,Issued,NPO-45911-1,8163094,08/16/2030,2010
NASA Jet Propulsion Laboratory,Issued,NPO-46843-1,8169371,09/25/2030,2010
NASA Jet Propulsion Laboratory,Issued,NPO-46938-1,8026768,04/03/2030,2010
NASA Stennis Space Center,Issued,SSC-00327,8401820,07/31/2030,2010
NASA Ames Research Center,Issued,ARC-15566-1,7801687,05/26/2029,2009
NASA Ames Research Center,Issued,ARC-15566-2,8000903,09/15/2029,2009
NASA Ames Research Center,Issued,ARC-15714-1,7869029,11/11/2029,2009
NASA Ames Research Center,Issued,ARC-15983-1,7923709,09/30/2029,2009
NASA Ames Research Center,Issued,ARC-16013-1,7968054,10/03/2029,2009
NASA Ames Research Center,Issued,ARC-16133-1,8069001,10/09/2029,2009
NASA Ames Research Center,Issued,ARC-16331-1,8408707,05/29/2029,2009
NASA Ames Research Center,Issued,ARC-16334-1,8244477,06/04/2029,2009
NASA Ames Research Center,Application,ARC-16450-1CIP,0,05/05/2029,2009
NASA Goddard Space Flight Center,Issued,GSC-14968-2,7925600,10/21/2029,2009
NASA Goddard Space Flight Center,Issued,GSC-15001-1,7924415,02/19/2029,2009
NASA Goddard Space Flight Center,Issued,GSC-15421-1,7968812,01/13/2029,2009
NASA Goddard Space Flight Center,Issued,GSC-15458-1,8094731,01/21/2029,2009
NASA Goddard Space Flight Center,Issued,GSC-15527-1,8160728,09/14/2029,2009
NASA Goddard Space Flight Center,Issued,GSC-15538-1,8198956,08/05/2029,2009
NASA Goddard Space Flight Center,Issued,GSC-15550-1,8275724,09/29/2029,2009
NASA Goddard Space Flight Center,Issued,GSC-15552-1,7924126,09/08/2029,2009
NASA Goddard Space Flight Center,Issued,GSC-15557-1,8095485,01/14/2029,2009
NASA Goddard Space Flight Center,Issued,GSC-15583-1,7970025,07/02/2029,2009
NASA Goddard Space Flight Center,Issued,GSC-15584-1,8144331,06/18/2029,2009
NASA Goddard Space Flight Center,Issued,GSC-15655-1,8138961,09/17/2029,2009
NASA Goddard Space Flight Center,Issued,GSC-15662-1,8092031,09/29/2029,2009
NASA Goddard Space Flight Center,Issued,GSC-15678-1,8484274,08/27/2029,2009
NASA Goddard Space Flight Center,Issued,GSC-15684-1,8285401,08/28/2029,2009
NASA Goddard Space Flight Center,Issued,GSC-15685-1,8331733,08/28/2029,2009
NASA Goddard Space Flight Center,Issued,GSC-15699-1,8480296,09/16/2029,2009
NASA Goddard Space Flight Center,Issued,GSC-15724-1,8275015,08/31/2029,2009
NASA Goddard Space Flight Center,Issued,GSC-15758-1,8044332,09/03/2029,2009
NASA Goddard Space Flight Center,Issued,GSC-15771-1,8035081,09/30/2029,2009
NASA Goddard Space Flight Center,Application,GSC-15953-2,0,09/30/2029,2009
NASA Langley Research Center,Issued,LAR-16256-1,8628333,08/27/2029,2009
NASA Langley Research Center,Issued,LAR-16383-2,7972536,10/12/2029,2009
NASA Langley Research Center,Issued,LAR-16571-3,7759932,07/31/2029,2009
NASA Langley Research Center,Issued,LAR-16640-1,8089677,08/05/2029,2009
NASA Langley Research Center,Issued,LAR-16885-1,7890311,12/15/2029,2009
NASA Langley Research Center,Issued,LAR-16907-1,7783060,03/27/2029,2009
NASA Langley Research Center,Issued,LAR-17154-2,7781366,02/12/2029,2009
NASA Langley Research Center,Issued,LAR-17224-1,7998368,06/04/2029,2009
NASA Langley Research Center,Issued,LAR-17241-1,8018815,12/05/2029,2009
NASA Langley Research Center,Issued,LAR-17332-1,7958733,11/04/2029,2009
NASA Langley Research Center,Issued,LAR-17355-1,8164485,06/24/2029,2009
NASA Langley Research Center,Issued,LAR-17365-1,7784732,04/26/2029,2009
NASA Langley Research Center,Issued,LAR-17381-1,8044294,10/11/2029,2009
NASA Langley Research Center,Issued,LAR-17382-1,8052069,10/18/2029,2009
NASA Langley Research Center,Issued,LAR-17402-1,7964698,09/27/2029,2009
NASA Langley Research Center,Issued,LAR-17425-1,8059273,08/19/2029,2009
NASA Langley Research Center,Issued,LAR-17433-1,7902815,06/19/2029,2009
NASA Langley Research Center,Issued,LAR-17440-1,7845215,02/03/2029,2009
NASA Langley Research Center,Issued,LAR-17444-1,8042739,11/08/2029,2009
NASA Langley Research Center,Issued,LAR-17477-1,7993567,10/02/2029,2009
NASA Langley Research Center,Issued,LAR-17478-1,7883052,09/24/2029,2009
NASA Langley Research Center,Issued,LAR-17487-1,8157207,04/15/2029,2009
NASA Langley Research Center,Issued,LAR-17526-1,7991595,06/07/2029,2009
NASA Langley Research Center,Issued,LAR-17547-1,7848381,07/05/2029,2009
NASA Langley Research Center,Issued,LAR-17608-1,7901611,01/12/2029,2009
NASA Langley Research Center,Issued,LAR-17629-1,7813599,02/23/2029,2009
